ticket_id,created_at,category,priority,channel,agent,first_response_mins,resolution_hours,csat,reopened,summary
TKT-6265,2024-01-21 03:00,Shipping,medium,email,Rahul,1.48,4.19,4.0,No,Request to merge duplicate accounts
TKT-5734,2024-04-23 12:00,billing,high,portal,Vikram,1.06,3.96,4.0,Yes,Delivery delayed by courier
TKT-5811,2025-04-24 03:00,Bug,high,phone,Vikram,2.05,6.74,4.0,No,Delivery delayed by courier
TKT-5459,2024-02-27 17:00,Shipping,medium,portal,Sara,1.23,6.4,4.0,Yes,Wants dark mode in the mobile app
TKT-6527,2024-03-16 07:00,Billing,high,email,Meera,0.86,3.92,4.0,No,Invoice shows wrong GST number
TKT-5849,2024-11-26 05:00,Bug,medium,portal,Sara,1.13,5.92,4.0,No,Request to merge duplicate accounts
TKT-5383,2024-05-11 07:00,Billing,medium,chat,Rahul,0.21,2.12,5.0,No,Unable to apply coupon code
TKT-5017,2024-03-10 19:00,feature request,medium,chat,Sara,2.14,6.43,5.0,No,App crashes on checkout
TKT-5955,2024-11-28 23:00,Feature Request,medium,email,Rahul,2.11,9.13,4.0,No,Unable to apply coupon code
TKT-6464,2025-04-09 07:00,feature request,urgent,email,Rahul,0.31,1.81,4.0,No,Wants dark mode in the mobile app
TKT-6066,2025-05-19 11:00,Shipping,medium,chat,Sara,1.63,4.81,5.0,No,Invoice shows wrong GST number
TKT-6209,2025-06-08 22:00,bug,low,email,Sara,2.4,10.32,4.0,No,Request to merge duplicate accounts
TKT-5987,2024-06-21 08:00,bug,urgent,email,Imran,0.16,2.75,3.0,No,Delivery delayed by courier
TKT-6014,2024-10-10 00:00,Bug,low,email,Imran,1.15,4.2,4.0,No,Wants dark mode in the mobile app
TKT-6569,2025-06-20 15:00,feature request,low,portal,Ananya,3.43,9.4,4.0,No,Customer cannot reset password
TKT-6538,2025-01-19 21:00,feature request,medium,chat,Vikram,2.23,11.01,2.0,Yes,Unable to apply coupon code
TKT-5125,2024-11-04 01:00,login issue,low,email,Sara,3.32,15.37,4.0,No,Delivery delayed by courier
TKT-5511,2025-02-10 13:00,shipping,low,chat,Rahul,0.78,11.35,5.0,No,Request to merge duplicate accounts
TKT-5076,2024-06-28 22:00,Login Issue,low,phone,Ananya,1.48,11.09,3.0,No,Wants dark mode in the mobile app
TKT-5930,2024-10-19 23:00,Shipping,urgent,phone,Rahul,0.36,2.62,3.0,No,Delivery delayed by courier
TKT-5141,2024-04-26 22:00,shipping,medium,chat,Vikram,2.14,6.07,4.0,No,Request to merge duplicate accounts
TKT-6583,2024-08-13 15:00,billing,low,phone,Rahul,2.32,24.28,3.0,No,Wants dark mode in the mobile app
TKT-5585,2025-05-19 00:00,billing,low,portal,Vikram,8.73,24.87,5.0,No,Request to merge duplicate accounts
TKT-5818,2024-12-28 20:00,Shipping,low,chat,Sara,0.55,2.42,3.0,No,Delivery delayed by courier
TKT-6572,2025-02-04 02:00,login issue,medium,chat,Vikram,0.56,5.45,5.0,No,App crashes on checkout
TKT-5787,2025-01-08 22:00,feature request,high,phone,Ananya,0.24,4.54,5.0,No,Refund not received after 14 days
TKT-5555,2024-10-01 23:00,billing,low,phone,Ananya,4.1,18.85,4.0,No,Unable to apply coupon code
TKT-6176,2024-06-21 11:00,Login Issue,high,email,Rahul,0.38,3.6,4.0,No,Unable to apply coupon code
TKT-6056,2024-09-02 00:00,BILLING,urgent,chat,Meera,3.04,8.61,4.0,No,Delivery delayed by courier
TKT-5015,2025-03-04 09:00,shipping,low,chat,Rahul,5.31,16.46,,No,Request to merge duplicate accounts
TKT-5435,2024-03-08 10:00,billing,medium,chat,Sara,0.43,4.21,5.0,No,Delivery delayed by courier
TKT-5498,2025-05-19 22:00,bug,medium,portal,Vikram,0.52,7.38,5.0,No,Wants dark mode in the mobile app
TKT-5619,2024-03-17 04:00,Shipping,low,chat,Meera,0.59,4.33,4.0,No,Request to merge duplicate accounts
TKT-6427,2025-05-06 21:00,billing,low,portal,Rahul,5.84,16.17,,No,App crashes on checkout
TKT-5450,2025-06-07 08:00,billing,medium,portal,Meera,1.59,4.24,5.0,Yes,Invoice shows wrong GST number
TKT-5766,2024-11-29 21:00,billing,low,phone,Meera,1.63,7.4,5.0,No,App crashes on checkout
TKT-5035,2024-02-04 18:00,feature request,urgent,chat,Vikram,0.37,5.01,3.0,No,Refund not received after 14 days
TKT-5947,2024-03-14 01:00,feature request,medium,portal,Meera,0.57,6.26,4.0,No,Refund not received after 14 days
TKT-6249,2025-06-16 23:00,login issue,high,portal,Imran,4.79,15.91,4.0,No,Delivery delayed by courier
TKT-6196,2025-01-23 20:00,login issue,high,chat,Sara,0.44,4.67,4.0,No,Request to merge duplicate accounts
TKT-5981,2025-01-17 14:00,Bug,high,email,Vikram,0.62,3.89,4.0,Yes,Invoice shows wrong GST number
TKT-5241,2024-11-14 08:00,bug,high,portal,Rahul,0.6,4.75,5.0,No,Refund not received after 14 days
TKT-5529,2025-05-16 22:00,Billing,medium,chat,Ananya,1.69,6.46,4.0,No,Delivery delayed by courier
TKT-5343,2024-10-07 16:00,Bug,high,email,Sara,0.16,2.75,5.0,No,Delivery delayed by courier
TKT-6180,2024-11-27 08:00,shipping,high,phone,Rahul,0.36,2.23,4.0,No,Invoice shows wrong GST number
TKT-6442,2025-05-24 09:00,login issue,medium,portal,Ananya,2.91,8.37,3.0,No,Unable to apply coupon code
TKT-6532,2025-05-23 10:00,Bug,medium,chat,Ananya,0.81,3.4,4.0,No,App crashes on checkout
TKT-5886,2024-01-29 21:00,feature request,medium,email,Rahul,0.33,1.49,5.0,No,Refund not received after 14 days
TKT-5506,2024-10-16 09:00,Feature Request,urgent,chat,,1.92,5.66,5.0,No,App crashes on checkout
TKT-6219,2024-08-27 20:00,login issue,urgent,email,Imran,1.06,2.74,3.0,No,Refund not received after 14 days
TKT-5215,2024-05-28 08:00,Billing,medium,email,Sara,2.6,16.49,4.0,No,Wants dark mode in the mobile app
TKT-5208,2024-05-23 14:00,bug,medium,chat,Ananya,2.65,10.76,4.0,No,Wants dark mode in the mobile app
TKT-5945,2024-03-05 23:00,bug,medium,portal,Sara,1.23,3.82,4.0,No,Delivery delayed by courier
TKT-5064,2024-08-11 21:00,billing,low,email,Ananya,0.86,6.35,4.0,No,Customer cannot reset password
TKT-5010,2024-10-13 22:00,billing,medium,email,Ananya,1.41,4.8,4.0,No,Refund not received after 14 days
TKT-6202,2025-06-20 16:00,Shipping,medium,email,Meera,1.49,4.76,4.0,No,Refund not received after 14 days
TKT-5252,2024-04-12 13:00,login issue,high,email,Ananya,0.45,2.53,4.0,No,Wants dark mode in the mobile app
TKT-5603,2024-03-14 07:00,login issue,high,phone,Ananya,1.06,4.15,5.0,No,Unable to apply coupon code
TKT-5805,2025-03-01 19:00,login issue,medium,phone,Vikram,3.12,11.31,3.0,No,Invoice shows wrong GST number
TKT-6285,2024-01-27 16:00,login issue,low,email,Imran,0.37,6.81,4.0,No,Customer cannot reset password
TKT-6124,2025-04-03 02:00,BILLING,medium,chat,Meera,1.16,5.25,4.0,No,Unable to apply coupon code
TKT-6191,2024-05-31 12:00,bug,low,phone,Rahul,0.48,4.43,4.0,No,Customer cannot reset password
TKT-5314,2024-05-12 21:00,Shipping,high,email,Rahul,0.57,1.99,4.0,No,Unable to apply coupon code
TKT-5518,2024-09-16 02:00,bug,low,portal,Sara,2.47,7.24,4.0,Yes,Delivery delayed by courier
TKT-5465,2025-06-10 14:00,Bug,low,email,Sara,0.85,8.02,4.0,No,Wants dark mode in the mobile app
TKT-5931,2025-01-16 09:00,billing,low,chat,Imran,2.6,7.24,4.0,No,Delivery delayed by courier
TKT-5963,2024-04-28 14:00,billing,medium,email,Imran,0.36,5.77,3.0,No,Unable to apply coupon code
TKT-5842,2025-05-10 15:00,Login Issue,high,email,Sara,1.32,3.41,5.0,No,Wants dark mode in the mobile app
TKT-6470,2025-05-04 07:00,bug,medium,chat,Vikram,3.46,8.75,4.0,No,Wants dark mode in the mobile app
TKT-6571,2024-07-16 00:00,login issue,low,email,Meera,3.12,8.33,4.0,No,Delivery delayed by courier
TKT-5367,2024-06-21 04:00,feature request,medium,chat,Rahul,0.75,3.04,4.0,No,App crashes on checkout
TKT-5145,2025-04-10 02:00,BILLING,medium,email,Ananya,0.44,2.83,4.0,No,Delivery delayed by courier
TKT-5362,2024-05-01 18:00,Bug,low,phone,,1.25,8.23,3.0,No,Wants dark mode in the mobile app
TKT-5630,2025-02-05 15:00,Shipping,high,email,Imran,1.32,3.38,3.0,No,Wants dark mode in the mobile app
TKT-5090,2024-08-25 04:00,login issue,urgent,email,Meera,0.76,2.44,4.0,No,Delivery delayed by courier
TKT-5321,2024-02-28 17:00,billing,high,chat,Ananya,0.81,4.75,5.0,No,App crashes on checkout
TKT-5185,2024-08-31 03:00,shipping,medium,portal,Vikram,1.6,4.1,3.0,Yes,App crashes on checkout
TKT-5924,2024-05-15 07:00,Login Issue,medium,chat,Rahul,0.35,6.14,4.0,No,Wants dark mode in the mobile app
TKT-6156,2024-03-06 11:00,feature request,medium,email,Sara,6.35,16.47,4.0,No,Invoice shows wrong GST number
TKT-5868,2024-08-31 08:00,billing,urgent,chat,Imran,0.34,1.69,5.0,No,App crashes on checkout
TKT-5756,2025-02-05 22:00,Shipping,low,chat,Rahul,3.8,10.89,4.0,No,Customer cannot reset password
TKT-5119,2024-03-03 10:00,feature request,low,chat,Ananya,1.13,5.46,4.0,No,Invoice shows wrong GST number
TKT-6062,2024-03-19 12:00,Shipping,low,email,Ananya,1.96,8.68,4.0,No,Refund not received after 14 days
TKT-5840,2024-06-06 10:00,Bug,high,portal,Meera,1.02,2.87,4.0,No,Wants dark mode in the mobile app
TKT-5493,2024-11-24 16:00,login issue,medium,email,Vikram,0.9,9.27,4.0,No,Request to merge duplicate accounts
TKT-5443,2024-09-23 06:00,billing,low,portal,Imran,2.69,7.22,4.0,No,Refund not received after 14 days
TKT-5338,2024-04-20 11:00,billing,high,chat,Vikram,0.26,2.8,5.0,No,Invoice shows wrong GST number
TKT-6108,2025-05-27 16:00,Bug,medium,chat,Vikram,0.78,5.35,4.0,No,Wants dark mode in the mobile app
TKT-5224,2025-01-28 06:00,bug,medium,email,Rahul,2.47,7.59,4.0,No,Refund not received after 14 days
TKT-5019,2024-09-02 11:00,login issue,urgent,phone,Ananya,0.22,0.67,4.0,No,Wants dark mode in the mobile app
TKT-6096,2025-03-31 07:00,bug,high,phone,Rahul,2.07,5.3,3.0,No,Delivery delayed by courier
TKT-5418,2024-06-10 14:00,bug,medium,email,Vikram,0.84,4.75,5.0,No,Request to merge duplicate accounts
TKT-6099,2024-08-24 09:00,billing,high,portal,Meera,0.86,2.61,5.0,No,Invoice shows wrong GST number
TKT-6404,2024-04-06 16:00,login issue,low,chat,Imran,1.41,9.64,5.0,Yes,Unable to apply coupon code
TKT-5991,2024-10-26 06:00,login issue,medium,portal,Vikram,1.27,3.76,5.0,No,Invoice shows wrong GST number
TKT-5385,2024-03-07 21:00,Bug,medium,portal,Rahul,0.07,1.31,4.0,No,App crashes on checkout
TKT-5929,2024-11-11 00:00,Login Issue,low,email,Ananya,0.68,8.89,4.0,No,Unable to apply coupon code
TKT-5452,2024-09-29 01:00,billing,high,phone,Sara,1.97,4.96,5.0,No,Refund not received after 14 days
TKT-5264,2025-06-23 09:00,login issue,medium,phone,Vikram,1.79,13.99,4.0,No,Customer cannot reset password
TKT-6064,2025-02-14 10:00,bug,high,portal,Rahul,1.79,4.91,5.0,No,Delivery delayed by courier
TKT-6452,2024-01-28 22:00,login issue,medium,phone,Rahul,0.84,2.44,4.0,No,Invoice shows wrong GST number
TKT-5160,2025-06-26 21:00,feature request,medium,chat,Ananya,1.28,6.89,4.0,No,Unable to apply coupon code
TKT-5110,2024-05-31 00:00,Bug,medium,email,Sara,1.79,4.75,3.0,No,Invoice shows wrong GST number
TKT-5303,2025-05-03 09:00,Bug,high,chat,Sara,1.0,5.07,4.0,No,Unable to apply coupon code
TKT-6589,2024-01-17 06:00,billing,urgent,chat,Vikram,0.09,1.67,4.0,No,Invoice shows wrong GST number
TKT-5048,2025-01-04 11:00,Billing,medium,chat,Meera,2.97,10.18,,No,Refund not received after 14 days
TKT-5509,2024-05-08 23:00,Shipping,medium,email,,0.66,2.63,4.0,No,App crashes on checkout
TKT-5018,2025-04-02 15:00,bug,low,email,Vikram,4.35,16.94,4.0,No,Delivery delayed by courier
TKT-6067,2024-12-15 06:00,Billing,low,chat,Meera,4.91,17.56,4.0,No,Request to merge duplicate accounts
TKT-6297,2025-01-04 02:00,Login Issue,low,email,Ananya,0.71,13.2,4.0,No,Delivery delayed by courier
TKT-6467,2024-07-28 13:00,feature request,low,email,Imran,3.23,10.47,,No,Wants dark mode in the mobile app
TKT-5934,2024-08-29 06:00,shipping,medium,chat,Meera,1.1,7.21,4.0,No,Invoice shows wrong GST number
TKT-6114,2024-04-15 22:00,Billing,high,email,Vikram,1.27,5.08,5.0,No,Delivery delayed by courier
TKT-5885,2025-02-04 08:00,BILLING,medium,portal,Sara,0.16,3.23,4.0,No,Request to merge duplicate accounts
TKT-5275,2024-09-19 20:00,login issue,medium,email,Meera,1.88,6.16,5.0,No,Customer cannot reset password
TKT-5114,2024-10-02 13:00,Shipping,low,portal,Ananya,2.1,6.62,5.0,No,Refund not received after 14 days
TKT-6352,2024-09-27 05:00,Bug,medium,phone,Ananya,2.62,9.95,5.0,No,App crashes on checkout
TKT-6489,2024-10-03 22:00,login issue,low,phone,Rahul,2.95,7.54,4.0,No,Customer cannot reset password
TKT-5727,2024-02-17 19:00,Login Issue,low,email,Meera,1.09,6.16,5.0,No,Invoice shows wrong GST number
TKT-6155,2024-11-15 23:00,Shipping,high,email,Ananya,0.82,3.14,3.0,No,Delivery delayed by courier
TKT-5001,2025-02-25 19:00,login issue,high,chat,Ananya,0.26,3.58,4.0,No,Invoice shows wrong GST number
TKT-5227,2024-11-11 16:00,login issue,low,email,Rahul,1.44,5.28,4.0,No,Request to merge duplicate accounts
TKT-5133,2024-10-31 18:00,Bug,low,chat,,3.0,10.11,4.0,No,Unable to apply coupon code
TKT-5248,2025-03-04 20:00,shipping,medium,email,Ananya,2.52,8.68,4.0,No,Invoice shows wrong GST number
TKT-6307,2024-05-09 12:00,Shipping,medium,email,Sara,0.96,3.12,5.0,No,Invoice shows wrong GST number
TKT-5496,2024-03-05 19:00,billing,urgent,chat,Ananya,0.23,0.96,5.0,No,Unable to apply coupon code
TKT-5960,2024-03-24 15:00,login issue,low,email,Meera,2.06,5.63,4.0,No,Unable to apply coupon code
TKT-5335,2025-03-16 11:00,login issue,medium,email,Meera,0.64,2.87,4.0,No,Unable to apply coupon code
TKT-5439,2024-08-04 16:00,Billing,low,email,Meera,5.89,16.03,5.0,No,Request to merge duplicate accounts
TKT-6287,2024-05-07 19:00,login issue,urgent,chat,Rahul,0.41,1.08,4.0,No,Refund not received after 14 days
TKT-6166,2024-01-12 22:00,bug,high,chat,Sara,0.81,3.91,5.0,No,Customer cannot reset password
TKT-6269,2024-01-27 12:00,feature request,medium,chat,Meera,0.47,4.77,4.0,No,Invoice shows wrong GST number
TKT-5812,2025-01-08 01:00,Bug,high,chat,Meera,0.18,1.82,5.0,Yes,Unable to apply coupon code
TKT-6051,2024-07-17 21:00,shipping,medium,chat,Imran,2.59,19.46,3.0,No,Request to merge duplicate accounts
TKT-5441,2024-06-13 00:00,login issue,medium,email,,0.46,6.41,3.0,No,Invoice shows wrong GST number
TKT-6162,2025-04-07 03:00,Feature Request,high,email,Imran,0.31,1.8,4.0,No,Customer cannot reset password
TKT-6387,2024-06-26 07:00,Feature Request,low,email,Ananya,4.07,13.89,4.0,No,Refund not received after 14 days
TKT-6113,2024-06-08 04:00,feature request,urgent,portal,Vikram,0.4,1.24,5.0,No,App crashes on checkout
TKT-5838,2024-01-08 22:00,BILLING,medium,email,Sara,1.35,3.38,4.0,No,Customer cannot reset password
TKT-6047,2024-11-23 10:00,bug,high,portal,Ananya,2.92,8.58,4.0,No,Unable to apply coupon code
TKT-6103,2024-03-23 02:00,Billing,medium,chat,Ananya,2.68,11.94,5.0,No,Customer cannot reset password
TKT-6149,2025-04-09 08:00,shipping,high,email,Vikram,0.25,2.92,3.0,No,Unable to apply coupon code
TKT-5242,2024-02-21 14:00,bug,medium,chat,Rahul,1.23,7.56,5.0,No,Wants dark mode in the mobile app
TKT-6394,2024-04-27 12:00,Feature Request,medium,chat,Sara,1.62,5.44,4.0,No,Delivery delayed by courier
TKT-5683,2025-06-06 14:00,BILLING,high,phone,Ananya,1.27,9.2,4.0,No,Invoice shows wrong GST number
TKT-6350,2024-02-02 20:00,bug,low,portal,Meera,5.42,19.27,3.0,No,Refund not received after 14 days
TKT-5657,2024-12-10 22:00,Login Issue,low,email,Ananya,2.12,7.69,4.0,No,Wants dark mode in the mobile app
TKT-5504,2024-05-29 08:00,Bug,medium,email,Meera,2.0,7.56,4.0,No,Delivery delayed by courier
TKT-5408,2025-05-24 05:00,login issue,low,portal,Sara,5.47,18.92,4.0,No,App crashes on checkout
TKT-5057,2024-03-25 02:00,shipping,low,portal,Sara,1.18,665.72,5.0,No,Refund not received after 14 days
TKT-6105,2024-04-08 14:00,Login Issue,medium,chat,Meera,3.44,9.63,3.0,No,App crashes on checkout
TKT-6492,2024-01-16 22:00,Feature Request,medium,email,Sara,0.49,2.11,5.0,Yes,Request to merge duplicate accounts
TKT-6255,2024-02-16 05:00,Login Issue,low,portal,Rahul,3.72,13.31,3.0,No,Request to merge duplicate accounts
TKT-6525,2024-01-26 19:00,Shipping,medium,portal,Imran,1.36,6.33,5.0,No,Wants dark mode in the mobile app
TKT-6061,2025-01-09 18:00,Shipping,high,email,Sara,0.79,3.14,4.0,No,Request to merge duplicate accounts
TKT-5140,2025-06-19 14:00,login issue,medium,chat,Vikram,1.71,7.22,4.0,No,Wants dark mode in the mobile app
TKT-5546,2024-08-21 22:00,Login Issue,low,portal,Sara,1.54,12.21,5.0,No,App crashes on checkout
TKT-5900,2024-01-03 09:00,shipping,urgent,chat,Imran,0.33,0.88,4.0,Yes,Unable to apply coupon code
TKT-5637,2024-06-10 19:00,feature request,low,phone,Vikram,0.7,5.83,4.0,No,Customer cannot reset password
TKT-6260,2024-05-25 00:00,Shipping,low,phone,Ananya,1.83,8.15,4.0,Yes,Unable to apply coupon code
TKT-6440,2025-02-28 20:00,login issue,medium,email,Vikram,0.67,5.22,4.0,No,Request to merge duplicate accounts
TKT-5688,2024-08-30 15:00,shipping,medium,portal,Rahul,1.86,10.58,4.0,No,Delivery delayed by courier
TKT-5621,2024-09-17 10:00,Login Issue,high,portal,Ananya,1.71,4.5,4.0,No,Request to merge duplicate accounts
TKT-5850,2025-06-18 03:00,login issue,urgent,email,Rahul,0.31,1.61,3.0,No,Request to merge duplicate accounts
TKT-5583,2024-01-29 07:00,Shipping,medium,portal,Vikram,0.75,5.47,5.0,No,Refund not received after 14 days
TKT-5332,2024-06-17 22:00,billing,medium,email,Rahul,1.2,3.4,5.0,No,Wants dark mode in the mobile app
TKT-6293,2024-01-03 10:00,Billing,medium,phone,Ananya,0.64,7.81,5.0,Yes,Request to merge duplicate accounts
TKT-6361,2024-02-06 14:00,login issue,low,email,Ananya,3.06,8.01,4.0,No,Request to merge duplicate accounts
TKT-6115,2024-09-24 03:00,Billing,high,portal,Sara,0.71,4.49,4.0,No,Request to merge duplicate accounts
TKT-6104,2024-06-15 22:00,Feature Request,high,portal,Meera,0.88,7.24,3.0,No,Wants dark mode in the mobile app
